customerID	gender	SeniorCitizen	Partner	Dependents	tenure	PhoneService	MultipleLines	InternetService	OnlineSecurity	OnlineBackup	DeviceProtection	TechSupport	StreamingTV	StreamingMovies	Contract	PaperlessBilling	PaymentMethod	MonthlyCharges	TotalCharges	Churn	Tenure Group	Charges Tier
5835-BEQEU	Male	No	No	No	3	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 76.95	₹ 228.4	Yes	0-1 Year	High (>$65)
6198-ZFIOJ	Female	No	No	No	5	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	₹ 75.6	₹ 402.5	No	0-1 Year	High (>$65)
2568-BRGYX	Male	No	No	No	4	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 70.2	₹ 237.95	Yes	0-1 Year	High (>$65)
4763-PGDPO	Female	No	No	No	4	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	₹ 70.4	₹ 281	Yes	0-1 Year	High (>$65)
0330-IVZHA	Female	No	Yes	No	5	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	₹ 69.95	₹ 330.15	Yes	0-1 Year	High (>$65)
3223-DWFIO	Male	Yes	No	No	4	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	₹ 69.35	₹ 261.65	No	0-1 Year	High (>$65)
7321-VGNKU	Female	No	Yes	No	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 70.35	₹ 120.25	No	0-1 Year	High (>$65)
2058-DCJBE	Male	No	No	No	5	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 69.75	₹ 324.6	Yes	0-1 Year	High (>$65)
1219-NNDDO	Female	No	No	No	9	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 76.85	₹ 663.55	No	0-1 Year	High (>$65)
3030-YDNRM	Male	No	No	No	8	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.85	₹ 572.45	No	0-1 Year	High (>$65)
1024-VRZHF	Male	No	Yes	No	11	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.95	₹ 825.7	Yes	0-1 Year	High (>$65)
7206-PQBBZ	Male	Yes	Yes	No	11	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 70.2	₹ 834.7	No	0-1 Year	High (>$65)
0925-VYDLG	Female	No	No	No	3	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	₹ 75.25	₹ 242	Yes	0-1 Year	High (>$65)
3496-LFSZU	Male	No	Yes	No	4	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	₹ 70.5	₹ 294.2	No	0-1 Year	High (>$65)
2482-CZGBB	Male	No	No	No	10	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 70	₹ 740	Yes	0-1 Year	High (>$65)
7245-NIIWQ	Female	No	No	No	3	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 69.85	₹ 199.85	No	0-1 Year	High (>$65)
8835-VSDSE	Female	No	Yes	No	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 70.7	₹ 141.45	Yes	0-1 Year	High (>$65)
1197-BVMVG	Female	Yes	No	No	4	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.45	₹ 294.45	No	0-1 Year	High (>$65)
7576-OYWBN	Male	Yes	No	No	3	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 76.05	₹ 231.8	Yes	0-1 Year	High (>$65)
5976-JCJRH	Male	No	Yes	No	10	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 70.3	₹ 738.2	Yes	0-1 Year	High (>$65)
7341-LXCAF	Male	No	Yes	No	4	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.65	₹ 301.4	Yes	0-1 Year	High (>$65)
0709-TVGUR	Female	Yes	No	No	9	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.55	₹ 622.9	Yes	0-1 Year	High (>$65)
3999-QGRJH	Male	Yes	No	No	8	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 69.7	₹ 560.85	Yes	0-1 Year	High (>$65)
5027-QPKTE	Male	No	Yes	No	7	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 69.35	₹ 451.1	Yes	0-1 Year	High (>$65)
6860-YRJZP	Male	Yes	No	No	9	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.05	₹ 678.45	No	0-1 Year	High (>$65)
0840-DFEZH	Female	No	No	No	7	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 75.35	₹ 564.65	No	0-1 Year	High (>$65)
8185-UPYBR	Male	No	Yes	No	6	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 75.5	₹ 438	Yes	0-1 Year	High (>$65)
9799-CAYJJ	Female	Yes	Yes	No	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 69.3	₹ 153.8	No	0-1 Year	High (>$65)
3199-XGZCY	Female	No	No	No	8	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 75.25	₹ 576.7	No	0-1 Year	High (>$65)
1077-HUUJM	Female	No	No	Yes	7	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 71.05	₹ 472.65	No	0-1 Year	High (>$65)
1016-DJTSV	Male	Yes	No	No	8	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 69.7	₹ 572.85	No	0-1 Year	High (>$65)
2897-DOVND	Male	No	No	No	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 69.8	₹ 146.65	No	0-1 Year	High (>$65)
0508-OOLTO	Female	No	Yes	Yes	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 71.65	₹ 135.75	No	0-1 Year	High (>$65)
8443-ZRDBZ	Male	No	No	No	4	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 76.05	₹ 318.9	Yes	0-1 Year	High (>$65)
3453-RTHJQ	Male	No	No	No	6	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 69.1	₹ 435	No	0-1 Year	High (>$65)
9306-CPCBC	Female	No	No	No	3	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.25	₹ 210.3	Yes	0-1 Year	High (>$65)
4090-KPJIP	Female	No	No	No	3	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.95	₹ 212.4	No	0-1 Year	High (>$65)
7625-XCQRH	Female	No	No	No	11	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 76.5	₹ 837.95	Yes	0-1 Year	High (>$65)
5276-KQWHG	Female	Yes	No	No	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 69.6	₹ 131.65	Yes	0-1 Year	High (>$65)
1196-AMORA	Male	No	No	No	7	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	₹ 73.6	₹ 520	Yes	0-1 Year	High (>$65)
4282-YMKNA	Female	No	No	No	9	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.75	₹ 706.6	Yes	0-1 Year	High (>$65)
4229-CZMLL	Male	No	No	No	6	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.9	₹ 469.8	Yes	0-1 Year	High (>$65)
3519-ZKXGG	Female	No	Yes	No	3	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 75.85	₹ 256.6	Yes	0-1 Year	High (>$65)
7044-YAACC	Male	Yes	Yes	No	4	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 70.2	₹ 280.35	No	0-1 Year	High (>$65)
7394-LWLYN	Female	No	No	No	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 70.15	₹ 123.8	No	0-1 Year	High (>$65)
7130-VTEWQ	Female	Yes	No	No	8	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 75.75	₹ 606.25	Yes	0-1 Year	High (>$65)
4749-OJKQU	Female	No	No	No	4	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 75.65	₹ 302.35	No	0-1 Year	High (>$65)
6711-FLDFB	Female	No	No	No	7	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.9	₹ 541.15	Yes	0-1 Year	High (>$65)
3750-CKVKH	Male	No	No	No	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 67.75	₹ 116.65	Yes	0-1 Year	High (>$65)
7817-BOQPW	Female	No	No	No	2	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 75.55	₹ 166.3	Yes	0-1 Year	High (>$65)
9717-QEBGU	Male	No	No	No	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 70.3	₹ 144	No	0-1 Year	High (>$65)
0722-TROQR	Female	Yes	No	No	4	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.9	₹ 321.75	Yes	0-1 Year	High (>$65)
0637-KVDLV	Male	No	No	No	2	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 76.5	₹ 162.45	Yes	0-1 Year	High (>$65)
0018-NYROU	Female	No	Yes	No	5	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 68.95	₹ 351.5	No	0-1 Year	High (>$65)
2055-PDADH	Female	Yes	No	No	3	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 70.4	₹ 204.7	Yes	0-1 Year	High (>$65)
3721-CNEYS	Female	No	No	No	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 70.95	₹ 137.95	Yes	0-1 Year	High (>$65)
1867-BDVFH	Male	No	Yes	Yes	11	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.35	₹ 834.2	Yes	0-1 Year	High (>$65)
7326-RIGQZ	Male	No	Yes	Yes	6	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 69.8	₹ 377.85	No	0-1 Year	High (>$65)
7354-OIJLX	Male	No	No	No	9	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 75.85	₹ 724.65	No	0-1 Year	High (>$65)
1602-IJQQE	Female	No	No	No	4	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	₹ 75.35	₹ 338.1	Yes	0-1 Year	High (>$65)
8258-GSTJK	Male	Yes	No	No	3	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 77	₹ 237.75	Yes	0-1 Year	High (>$65)
8541-QVFKM	Female	No	No	No	8	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 73.5	₹ 632.2	No	0-1 Year	High (>$65)
5928-QLDHB	Male	No	No	No	9	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 76.25	₹ 684.85	No	0-1 Year	High (>$65)
6168-WFVVF	Female	Yes	No	No	3	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 70.3	₹ 235.5	Yes	0-1 Year	High (>$65)
8065-YKXKD	Female	No	No	No	10	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.75	₹ 799.65	Yes	0-1 Year	High (>$65)
8990-ZXLSU	Female	No	No	No	9	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	₹ 69.05	₹ 651.5	No	0-1 Year	High (>$65)
1320-HTRDR	Female	No	No	No	3	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 75.5	₹ 220.6	Yes	0-1 Year	High (>$65)
9334-GWGOW	Male	Yes	Yes	No	7	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.85	₹ 485.25	No	0-1 Year	High (>$65)
9633-XQABV	Female	No	No	No	3	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 70.25	₹ 229.7	No	0-1 Year	High (>$65)
2077-MPJQO	Male	Yes	Yes	No	7	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 75.4	₹ 533.05	No	0-1 Year	High (>$65)
4581-SSPWD	Female	No	No	No	3	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 75.8	₹ 246.3	Yes	0-1 Year	High (>$65)
3370-HXOPH	Female	No	No	No	3	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	₹ 76.1	₹ 257.6	No	0-1 Year	High (>$65)
1689-YQBYY	Female	No	No	Yes	12	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 76.6	₹ 893	No	0-1 Year	High (>$65)
3627-FCRDW	Female	No	No	No	9	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	₹ 71	₹ 672.55	Yes	0-1 Year	High (>$65)
0644-OQMDK	Male	Yes	No	No	4	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 70.65	₹ 293.85	No	0-1 Year	High (>$65)
6379-RXJRQ	Male	No	Yes	No	10	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 70.1	₹ 659.65	Yes	0-1 Year	High (>$65)
2575-GFSOE	Female	No	Yes	Yes	7	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 69	₹ 506.9	Yes	0-1 Year	High (>$65)
7823-JSOAG	Male	No	No	No	3	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	₹ 74.5	₹ 217.45	No	0-1 Year	High (>$65)
4342-HENTK	Female	Yes	No	No	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 70.65	₹ 142.35	Yes	0-1 Year	High (>$65)
9250-WYPLL	Female	No	No	No	5	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	₹ 75.55	₹ 413.65	Yes	0-1 Year	High (>$65)
5442-BHQNG	Female	No	No	No	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	₹ 70.35	₹ 139.25	No	0-1 Year	High (>$65)
5119-NZPTV	Male	Yes	Yes	No	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	₹ 70.1	₹ 141.65	No	0-1 Year	High (>$65)
9494-MRNYX	Male	No	No	No	10	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	₹ 75.05	₹ 786.3	No	0-1 Year	High (>$65)
0685-MLYYM	Female	Yes	No	No	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	₹ 70.75	₹ 154.85	Yes	0-1 Year	High (>$65)
4919-MOAVT	Male	No	No	Yes	3	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	₹ 69.65	₹ 220.1	Yes	0-1 Year	High (>$65)
9274-CNFMO	Male	Yes	Yes	No	4	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	₹ 74.95	₹ 308.7	Yes	0-1 Year	High (>$65)
8083-YTZES	Male	No	No	No	4	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.35	₹ 265.35	Yes	0-1 Year	High (>$65)
9947-OTFQU	Male	Yes	No	No	15	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.4	₹ 1,074.3	Yes	1-2 Years	High (>$65)
3488-PGMQJ	Male	Yes	No	No	8	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.5	₹ 606.55	Yes	0-1 Year	High (>$65)
6599-CEBNN	Female	No	No	No	34	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Credit card (automatic)	₹ 73.95	₹ 2,524.45	Yes	2-4 Years	High (>$65)
7916-VCCPB	Female	No	Yes	Yes	16	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	No	Bank transfer (automatic)	₹ 73.25	₹ 1,195.75	No	1-2 Years	High (>$65)
0578-SKVMF	Female	No	Yes	Yes	22	Yes	No	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	No	Electronic check	₹ 83.3	₹ 1,845.9	Yes	1-2 Years	High (>$65)
9399-APLBT	Female	No	Yes	Yes	1	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.7	₹ 74.7	Yes	0-1 Year	High (>$65)
1216-JWVUX	Male	No	Yes	Yes	25	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 75.5	₹ 1,901.05	No	2-4 Years	High (>$65)
2189-WWOEW	Female	No	No	Yes	15	Yes	No	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	Yes	Bank transfer (automatic)	₹ 85.9	₹ 1,269.55	Yes	1-2 Years	High (>$65)
0947-MUGVO	Male	Yes	Yes	No	20	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 73.65	₹ 1,463.5	Yes	1-2 Years	High (>$65)
1907-UBQFC	Male	Yes	No	No	10	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 72.85	₹ 688.65	Yes	0-1 Year	High (>$65)
5146-CBVOE	Female	No	No	No	16	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	No	Bank transfer (automatic)	₹ 75.1	₹ 1,212.85	No	1-2 Years	High (>$65)
8584-KMVXD	Female	No	No	No	8	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	No	Electronic check	₹ 75.6	₹ 535.55	No	0-1 Year	High (>$65)
7595-EUIVN	Female	No	No	No	1	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	No	Electronic check	₹ 75.8	₹ 75.8	Yes	0-1 Year	High (>$65)
3733-LSYCE	Female	No	Yes	No	15	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	No	Bank transfer (automatic)	₹ 75.35	₹ 1,114.55	No	1-2 Years	High (>$65)
1866-OBPNR	Male	No	Yes	Yes	1	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	No	Credit card (automatic)	₹ 74.6	₹ 74.6	No	0-1 Year	High (>$65)
2761-OCIAX	Male	Yes	No	No	2	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.7	₹ 165.4	Yes	0-1 Year	High (>$65)
5035-BVCXS	Male	No	No	No	11	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Mailed check	₹ 75.9	₹ 866.4	No	0-1 Year	High (>$65)
8496-EJAUI	Male	No	No	No	19	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Credit card (automatic)	₹ 73.85	₹ 1,424.5	Yes	1-2 Years	High (>$65)
4143-HHPMK	Male	No	No	No	52	Yes	No	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	Yes	Electronic check	₹ 85.35	₹ 4,338.6	Yes	4+ Years	High (>$65)
5054-IEXZT	Male	No	No	Yes	1	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 75.35	₹ 75.35	Yes	0-1 Year	High (>$65)
5989-PGKJB	Female	No	No	No	16	Yes	No	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	Yes	Electronic check	₹ 86.25	₹ 1,340.1	No	1-2 Years	High (>$65)
8337-MSSXB	Female	No	No	No	14	Yes	No	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	Yes	Electronic check	₹ 86.3	₹ 1,180.95	Yes	1-2 Years	High (>$65)
2528-HFYZX	Male	Yes	Yes	No	17	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 76.45	₹ 1,233.4	Yes	1-2 Years	High (>$65)
7503-QQRVF	Male	Yes	Yes	No	16	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Credit card (automatic)	₹ 74.3	₹ 1,178.25	Yes	1-2 Years	High (>$65)
7517-LDMPS	Female	No	No	No	12	Yes	No	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	Yes	Electronic check	₹ 84.6	₹ 1,017.35	No	0-1 Year	High (>$65)
1428-GTBJJ	Male	No	No	No	11	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.55	₹ 824.75	Yes	0-1 Year	High (>$65)
4770-UEZOX	Male	No	No	No	2	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.75	₹ 144.8	No	0-1 Year	High (>$65)
6022-UGGSO	Female	Yes	No	No	32	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.4	₹ 2,276.95	Yes	2-4 Years	High (>$65)
1550-LOAHA	Female	No	Yes	No	32	Yes	No	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	No	Bank transfer (automatic)	₹ 84.15	₹ 2,585.95	Yes	2-4 Years	High (>$65)
7005-CCBKV	Male	No	No	No	6	Yes	No	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	Yes	Electronic check	₹ 84.4	₹ 556.35	Yes	0-1 Year	High (>$65)
2919-HBCJO	Female	No	No	No	4	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	₹ 76.65	₹ 333.6	Yes	0-1 Year	High (>$65)
0581-BXBUB	Female	Yes	No	No	4	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	No	Electronic check	₹ 72.75	₹ 317.75	No	0-1 Year	High (>$65)
4536-PLEQY	Male	No	Yes	No	12	Yes	No	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	Yes	Credit card (automatic)	₹ 85.05	₹ 999.8	No	0-1 Year	High (>$65)
0410-IPFTY	Female	No	Yes	No	31	Yes	No	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	Yes	Bank transfer (automatic)	₹ 83.85	₹ 2,674.15	No	2-4 Years	High (>$65)
0650-BWOZN	Female	Yes	No	No	18	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 73.55	₹ 1,359.45	No	1-2 Years	High (>$65)
1396-QWFBJ	Female	No	Yes	Yes	21	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	₹ 74.05	₹ 1,565.7	Yes	1-2 Years	High (>$65)
4503-BDXBD	Male	No	No	No	11	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	No	Electronic check	₹ 74.95	₹ 815.5	Yes	0-1 Year	High (>$65)
4826-TZEVA	Female	No	No	No	40	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	No	Credit card (automatic)	₹ 74.8	₹ 2,971.7	No	2-4 Years	High (>$65)
4395-PZMSN	Male	Yes	No	No	5	Yes	No	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	Yes	Electronic check	₹ 85.55	₹ 408.5	No	0-1 Year	High (>$65)
8417-FMLZI	Male	No	Yes	Yes	6	Yes	No	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	Yes	Credit card (automatic)	₹ 83.55	₹ 477.55	Yes	0-1 Year	High (>$65)
0225-ZORZP	Male	No	No	No	3	Yes	No	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	No	Electronic check	₹ 84.3	₹ 235.05	No	0-1 Year	High (>$65)
5572-ZDXHY	Female	No	No	No	22	Yes	No	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	Yes	Mailed check	₹ 84.3	₹ 1,855.65	Yes	1-2 Years	High (>$65)
4274-OWWYO	Male	No	No	No	1	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.35	₹ 74.35	Yes	0-1 Year	High (>$65)
3765-JXVKY	Female	No	No	No	1	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.7	₹ 74.7	Yes	0-1 Year	High (>$65)
8020-BWHYL	Female	Yes	No	No	15	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Credit card (automatic)	₹ 75.3	₹ 1,147.45	Yes	1-2 Years	High (>$65)
9840-EFJQB	Female	No	No	No	1	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	No	Electronic check	₹ 74.35	₹ 74.35	No	0-1 Year	High (>$65)
2983-ZANRP	Female	No	Yes	Yes	2	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	₹ 73.55	₹ 145.4	Yes	0-1 Year	High (>$65)
2657-ALMWY	Female	Yes	Yes	No	26	Yes	No	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	No	Electronic check	₹ 84.95	₹ 2,169.75	Yes	2-4 Years	High (>$65)
5399-ZIMKF	Male	No	No	No	5	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 74.65	₹ 383.65	No	0-1 Year	High (>$65)
5196-SGOAK	Female	No	No	No	1	Yes	No	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	₹ 75.7	₹ 75.7	Yes	0-1 Year	High (>$65)
8132-YPVBX	Female	No	No	No	6	Yes	No	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	Yes	Mailed check	₹ 85.95	₹ 514.6	No	0-1 Year	High (>$65)
4844-JJWUY	Female	Yes	No	No	1	Yes	No	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	Yes	Electronic check	₹ 86	₹ 86	Yes	0-1 Year	High (>$65)
1628-BIZYP	Male	No	No	No	1	Yes	No	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	Yes	Electronic check	₹ 85	₹ 85	No	0-1 Year	High (>$65)
